sales_order_id,product_id,quantity_sold,sales_order_date,customer_name,status
231,101,63,2023-04-15,Customer 266,Shipped
232,84,10,2023-05-08,Customer 170,Delivered
233,70,87,2023-06-27,Customer 188,Pending
234,129,63,2023-03-20,Customer 374,Cancelled
235,84,19,2023-01-27,Customer 58,Cancelled
236,27,64,2023-09-07,Customer 140,Delivered
237,61,14,2023-10-02,Customer 384,Cancelled
238,73,45,2023-05-30,Customer 41,Pending
239,76,30,2023-03-03,Customer 217,Shipped
240,63,81,2023-12-22,Customer 269,Shipped
241,50,81,2023-06-03,Customer 216,Cancelled
242,107,6,2023-07-28,Customer 155,Delivered
243,158,83,2023-08-16,Customer 374,Shipped
244,145,25,2023-11-21,Customer 282,Pending
245,33,58,2023-10-08,Customer 487,Cancelled
246,109,1,2023-03-29,Customer 461,Cancelled
247,122,11,2023-09-16,Customer 343,Cancelled
248,199,74,2023-04-05,Customer 218,Shipped
249,144,88,2023-03-27,Customer 104,Pending
250,45,78,2023-06-02,Customer 122,Cancelled
251,24,68,2023-06-30,Customer 174,Shipped
252,20,30,2023-12-24,Customer 271,Shipped
253,76,24,2023-02-14,Customer 201,Cancelled
254,159,60,2023-04-20,Customer 237,Cancelled
255,22,45,2023-06-09,Customer 189,Shipped
256,79,73,2023-05-11,Customer 53,Pending
257,15,44,2023-02-20,Customer 440,Pending
258,94,51,2023-05-01,Customer 168,Shipped
259,177,63,2023-04-09,Customer 371,Delivered
260,36,25,2023-10-21,Customer 339,Cancelled
261,117,12,2023-09-01,Customer 130,Shipped
262,6,69,2023-06-08,Customer 77,Shipped
263,151,83,2023-07-15,Customer 201,Delivered
264,117,78,2023-03-29,Customer 305,Pending
265,93,69,2023-10-22,Customer 430,Delivered
266,93,98,2023-01-03,Customer 356,Pending
267,200,19,2023-01-03,Customer 192,Shipped
268,79,30,2023-12-18,Customer 467,Cancelled
269,139,11,2023-06-09,Customer 137,Shipped
270,15,6,2023-04-07,Customer 67,Cancelled
271,47,35,2023-06-21,Customer 406,Shipped
272,79,29,2023-01-19,Customer 307,Cancelled
273,64,37,2023-02-13,Customer 3,Pending
274,112,24,2023-05-30,Customer 141,Shipped
275,154,18,2023-07-05,Customer 396,Shipped
276,138,11,2023-01-06,Customer 251,Pending
277,176,47,2023-04-18,Customer 299,Shipped
278,184,73,2023-04-12,Customer 190,Cancelled
279,64,89,2023-02-20,Customer 49,Pending
280,144,19,2023-06-15,Customer 309,Pending
281,158,54,2023-09-23,Customer 239,Delivered
282,128,61,2023-09-24,Customer 38,Shipped
283,106,80,2023-01-28,Customer 479,Cancelled
284,120,27,2023-08-11,Customer 258,Delivered
285,198,91,2023-09-10,Customer 154,Cancelled
286,173,15,2023-03-14,Customer 498,Pending
287,66,51,2023-02-17,Customer 250,Shipped
288,11,44,2023-02-27,Customer 334,Shipped
289,181,60,2023-09-13,Customer 120,Cancelled
290,68,85,2023-10-23,Customer 35,Delivered
291,65,99,2023-10-06,Customer 471,Pending
292,164,46,2023-06-22,Customer 43,Pending
293,89,31,2023-03-28,Customer 269,Delivered
294,134,33,2023-04-20,Customer 486,Cancelled
295,70,22,2023-08-20,Customer 288,Delivered
296,101,80,2023-04-19,Customer 414,Cancelled
297,93,70,2023-08-12,Customer 383,Pending
298,195,17,2023-06-11,Customer 406,Pending
299,63,8,2023-02-28,Customer 457,Delivered
300,96,32,2023-10-20,Customer 438,Delivered
301,157,92,2023-06-01,Customer 207,Shipped
302,68,21,2023-06-25,Customer 39,Cancelled
303,128,72,2023-09-01,Customer 164,Shipped
304,20,34,2023-04-23,Customer 81,Cancelled
305,5,88,2023-10-17,Customer 322,Shipped
306,27,33,2023-06-17,Customer 406,Delivered
307,164,93,2023-05-13,Customer 186,Delivered
308,161,74,2023-07-10,Customer 138,Cancelled
309,160,52,2023-06-13,Customer 106,Delivered
310,64,69,2023-11-19,Customer 81,Delivered
311,141,83,2023-07-03,Customer 469,Shipped
312,42,49,2023-08-08,Customer 438,Delivered
313,111,72,2023-08-06,Customer 473,Pending
314,29,94,2023-09-02,Customer 35,Shipped
315,157,48,2023-08-30,Customer 365,Cancelled
316,112,86,2023-10-29,Customer 409,Shipped
317,161,22,2023-08-12,Customer 217,Cancelled
318,186,87,2023-09-16,Customer 198,Shipped
319,55,14,2023-05-03,Customer 112,Pending
320,43,72,2023-03-15,Customer 415,Delivered
321,74,57,2023-09-28,Customer 78,Cancelled
322,87,32,2023-07-18,Customer 273,Shipped
323,82,67,2023-06-14,Customer 478,Delivered
324,37,30,2023-02-05,Customer 381,Delivered
325,199,99,2023-09-14,Customer 331,Cancelled
326,7,52,2023-09-05,Customer 391,Pending
327,72,16,2023-09-19,Customer 442,Delivered
328,43,86,2023-04-29,Customer 34,Cancelled
329,128,35,2023-12-17,Customer 85,Shipped
330,41,93,2023-05-18,Customer 230,Shipped
331,190,71,2023-05-15,Customer 78,Pending
332,41,31,2023-06-12,Customer 379,Cancelled
333,8,11,2023-08-16,Customer 187,Pending
334,55,11,2023-09-24,Customer 44,Cancelled
335,77,85,2023-07-09,Customer 447,Shipped
336,102,87,2023-01-06,Customer 188,Shipped
337,121,95,2023-08-16,Customer 382,Delivered
338,63,53,2023-01-17,Customer 486,Pending
339,59,96,2023-06-11,Customer 373,Shipped
340,157,74,2023-09-25,Customer 33,Delivered
341,34,39,2023-08-05,Customer 155,Pending
342,152,74,2023-01-29,Customer 473,Cancelled
343,16,76,2023-07-12,Customer 327,Shipped
344,136,23,2023-03-18,Customer 437,Shipped
345,176,32,2023-12-03,Customer 319,Cancelled
346,32,81,2023-05-28,Customer 43,Shipped
347,22,11,2023-11-06,Customer 155,Shipped
348,165,92,2023-01-10,Customer 267,Delivered
349,37,33,2023-01-02,Customer 373,Shipped
350,171,5,2023-09-03,Customer 67,Delivered
351,86,88,2023-03-20,Customer 154,Shipped
352,84,44,2023-09-05,Customer 121,Delivered
353,123,56,2023-03-05,Customer 48,Shipped
354,137,42,2023-08-26,Customer 302,Cancelled
355,51,57,2023-06-14,Customer 11,Pending
356,137,85,2023-12-29,Customer 159,Cancelled
357,72,7,2023-03-26,Customer 465,Delivered
358,171,18,2023-08-09,Customer 9,Pending
359,10,19,2023-04-27,Customer 483,Shipped
360,30,69,2023-10-10,Customer 196,Pending
361,33,12,2023-06-09,Customer 77,Delivered
362,31,36,2023-12-10,Customer 40,Shipped
363,125,73,2023-08-07,Customer 189,Delivered
364,68,56,2023-06-02,Customer 168,Shipped
365,94,31,2023-01-14,Customer 461,Delivered
366,34,43,2023-05-28,Customer 444,Shipped
367,106,4,2023-07-21,Customer 375,Cancelled
368,166,27,2023-12-29,Customer 38,Cancelled
369,14,64,2023-12-09,Customer 39,Shipped
370,28,58,2023-03-10,Customer 393,Pending
371,36,46,2023-03-19,Customer 258,Shipped
372,35,66,2023-10-10,Customer 451,Cancelled
373,152,89,2023-06-26,Customer 182,Cancelled
374,80,86,2023-11-15,Customer 271,Delivered
375,78,74,2023-03-04,Customer 249,Cancelled
376,184,16,2023-12-11,Customer 37,Pending
377,63,74,2023-03-03,Customer 17,Pending
378,48,95,2023-11-28,Customer 287,Cancelled
379,134,70,2023-03-05,Customer 230,Pending
380,187,54,2023-05-21,Customer 385,Delivered
381,185,63,2023-11-13,Customer 140,Cancelled
382,157,94,2023-05-27,Customer 461,Delivered
383,145,22,2023-04-25,Customer 36,Pending
384,59,24,2023-03-09,Customer 180,Pending
385,158,23,2023-01-28,Customer 220,Cancelled
386,165,72,2023-05-22,Customer 483,Cancelled
387,152,65,2023-04-04,Customer 474,Shipped
388,30,11,2023-02-22,Customer 321,Shipped
389,179,77,2023-06-04,Customer 229,Pending
390,19,27,2023-04-01,Customer 343,Shipped
391,170,70,2023-01-12,Customer 383,Shipped
392,151,60,2023-12-02,Customer 85,Delivered
393,17,30,2023-04-06,Customer 324,Pending
394,82,58,2023-06-22,Customer 362,Cancelled
395,196,74,2023-04-26,Customer 448,Delivered
396,140,78,2023-05-07,Customer 423,Shipped
397,23,58,2023-01-05,Customer 424,Pending
398,169,21,2023-02-06,Customer 313,Delivered
399,84,51,2023-06-09,Customer 318,Pending
400,125,73,2023-08-23,Customer 55,Shipped
401,107,99,2023-01-27,Customer 314,Cancelled
402,60,1,2023-01-06,Customer 249,Pending
403,170,4,2023-04-25,Customer 323,Pending
404,74,24,2023-05-12,Customer 266,Delivered
405,75,30,2023-01-14,Customer 361,Delivered
406,95,39,2023-09-22,Customer 154,Delivered
407,59,53,2023-10-02,Customer 147,Shipped
408,159,13,2023-06-19,Customer 46,Delivered
409,112,76,2023-06-29,Customer 160,Delivered
410,88,91,2023-11-16,Customer 79,Delivered
411,144,37,2023-01-16,Customer 354,Pending
412,29,67,2023-10-10,Customer 457,Delivered
413,140,21,2023-06-20,Customer 356,Delivered
414,30,22,2023-09-28,Customer 292,Pending
415,113,83,2023-12-19,Customer 43,Pending
416,165,51,2023-12-16,Customer 172,Cancelled
417,167,92,2023-12-09,Customer 351,Delivered
418,39,32,2023-05-12,Customer 487,Shipped
419,168,80,2023-11-01,Customer 370,Delivered
420,43,21,2023-10-12,Customer 257,Pending
421,190,75,2023-03-07,Customer 72,Pending
422,154,13,2023-10-21,Customer 226,Delivered
423,125,63,2023-01-14,Customer 175,Cancelled
424,180,38,2023-07-08,Customer 140,Shipped
425,14,34,2023-04-26,Customer 161,Delivered
426,38,75,2023-07-24,Customer 372,Delivered
427,5,41,2023-10-17,Customer 397,Pending
428,4,11,2023-06-04,Customer 273,Delivered
429,97,94,2023-02-18,Customer 2,Delivered
430,192,16,2023-11-15,Customer 243,Shipped
431,60,47,2023-12-31,Customer 362,Shipped
432,133,95,2023-02-03,Customer 376,Delivered
433,84,8,2023-09-12,Customer 56,Pending
434,60,65,2023-12-25,Customer 323,Shipped
435,134,87,2023-12-14,Customer 246,Shipped
436,40,82,2023-07-17,Customer 205,Delivered
437,199,23,2023-06-24,Customer 194,Pending
438,120,58,2023-02-10,Customer 239,Cancelled
439,199,43,2023-07-25,Customer 487,Cancelled
440,28,30,2023-10-17,Customer 14,Cancelled
441,54,91,2023-01-27,Customer 173,Pending
442,38,59,2023-04-18,Customer 19,Shipped
443,13,39,2023-10-09,Customer 427,Pending
444,154,58,2023-07-21,Customer 206,Shipped
445,31,30,2023-03-28,Customer 41,Delivered
446,192,44,2023-06-19,Customer 144,Delivered
447,59,95,2023-10-20,Customer 58,Pending
448,55,35,2023-10-15,Customer 414,Cancelled
449,170,27,2023-07-27,Customer 308,Shipped
450,136,7,2023-10-13,Customer 86,Cancelled
451,95,21,2023-10-09,Customer 211,Pending
452,80,90,2023-11-24,Customer 267,Shipped
453,75,54,2023-11-24,Customer 215,Cancelled
454,155,75,2023-09-21,Customer 233,Delivered
455,55,67,2023-04-20,Customer 115,Cancelled
456,13,25,2023-03-25,Customer 232,Cancelled
457,104,10,2023-05-18,Customer 487,Pending
458,135,28,2023-08-27,Customer 344,Shipped
459,167,59,2023-07-03,Customer 194,Shipped
460,27,84,2023-06-14,Customer 163,Pending
461,126,48,2023-07-29,Customer 11,Delivered
462,175,60,2023-10-20,Customer 61,Shipped
463,139,63,2023-10-03,Customer 87,Delivered
464,15,67,2023-12-18,Customer 69,Cancelled
465,196,57,2023-01-10,Customer 83,Pending
466,19,46,2023-06-03,Customer 86,Shipped
467,86,86,2023-01-12,Customer 27,Delivered
468,178,73,2023-01-07,Customer 100,Pending
469,80,23,2023-10-28,Customer 307,Pending
470,197,18,2023-05-29,Customer 315,Delivered
471,182,58,2023-01-13,Customer 72,Pending
472,65,80,2023-07-06,Customer 143,Pending
473,113,61,2023-12-10,Customer 16,Cancelled
474,21,49,2023-11-13,Customer 159,Shipped
475,46,80,2023-07-16,Customer 242,Pending
476,142,62,2023-01-07,Customer 367,Pending
477,162,96,2023-08-07,Customer 396,Cancelled
478,13,42,2023-06-18,Customer 426,Cancelled
479,57,42,2023-08-03,Customer 432,Shipped
480,152,90,2023-11-30,Customer 73,Shipped
481,56,53,2023-03-29,Customer 197,Pending
482,20,76,2023-08-12,Customer 434,Pending
483,33,43,2023-06-26,Customer 11,Delivered
484,143,40,2023-03-12,Customer 338,Pending
485,89,68,2023-03-21,Customer 366,Shipped
486,98,23,2023-01-21,Customer 88,Delivered
487,56,21,2023-03-19,Customer 135,Shipped
488,92,83,2023-03-07,Customer 122,Pending
489,115,56,2023-06-01,Customer 303,Shipped
490,88,3,2023-06-10,Customer 371,Pending
491,183,28,2023-02-11,Customer 66,Delivered
492,85,57,2023-01-28,Customer 15,Shipped
493,51,99,2023-12-25,Customer 292,Pending
494,51,96,2023-01-15,Customer 382,Delivered
495,122,55,2023-05-28,Customer 245,Delivered
496,132,52,2023-10-19,Customer 147,Delivered
497,85,31,2023-06-27,Customer 464,Delivered
498,155,97,2023-05-26,Customer 437,Cancelled
499,62,22,2023-04-06,Customer 342,Pending
500,196,99,2023-03-12,Customer 373,Delivered
501,39,95,2023-07-22,Customer 164,Shipped
502,91,8,2023-12-15,Customer 160,Cancelled
503,175,47,2023-05-16,Customer 205,Cancelled
504,5,59,2023-10-09,Customer 165,Delivered
505,175,62,2023-09-19,Customer 334,Cancelled
506,148,82,2023-08-04,Customer 24,Pending
507,149,35,2023-11-25,Customer 36,Pending
508,189,52,2023-06-30,Customer 84,Shipped
509,13,57,2023-05-12,Customer 405,Cancelled
510,157,57,2023-05-16,Customer 59,Delivered
511,33,44,2023-03-19,Customer 107,Pending
512,154,76,2023-07-07,Customer 243,Delivered
513,131,24,2023-05-02,Customer 475,Shipped
514,150,33,2023-09-16,Customer 32,Delivered
515,194,54,2023-01-06,Customer 248,Shipped
516,101,54,2023-06-16,Customer 252,Cancelled
517,157,7,2023-12-13,Customer 81,Pending
518,141,15,2023-04-30,Customer 276,Delivered
519,53,12,2023-01-21,Customer 288,Shipped
520,145,91,2023-10-17,Customer 242,Pending
521,6,99,2023-08-10,Customer 19,Shipped
522,50,5,2023-11-12,Customer 258,Shipped
523,172,5,2023-10-03,Customer 481,Shipped
524,193,88,2023-07-25,Customer 88,Shipped
525,157,25,2023-12-12,Customer 395,Delivered
526,145,71,2023-10-21,Customer 306,Pending
527,147,27,2023-03-24,Customer 492,Delivered
528,132,41,2023-11-21,Customer 142,Shipped
529,154,41,2023-09-24,Customer 280,Shipped
530,62,47,2023-11-26,Customer 228,Shipped
531,22,69,2023-12-31,Customer 325,Shipped
532,86,33,2023-09-25,Customer 67,Cancelled
533,71,76,2023-06-19,Customer 448,Cancelled
534,150,98,2023-03-10,Customer 326,Pending
535,44,17,2023-11-12,Customer 411,Pending
536,141,98,2023-12-18,Customer 182,Shipped
537,132,91,2023-11-22,Customer 162,Pending
538,132,75,2023-03-14,Customer 372,Shipped
539,86,87,2023-11-23,Customer 76,Delivered
540,26,96,2023-05-17,Customer 99,Pending
541,62,2,2023-06-10,Customer 52,Delivered
542,25,13,2023-08-27,Customer 149,Shipped
543,168,86,2023-03-22,Customer 479,Cancelled
544,144,23,2023-04-17,Customer 52,Pending
545,144,40,2023-11-06,Customer 493,Cancelled
546,113,87,2023-02-09,Customer 467,Pending
547,63,68,2023-11-25,Customer 100,Cancelled
548,95,16,2023-08-14,Customer 248,Pending
549,15,69,2023-03-30,Customer 81,Pending
550,118,53,2023-05-30,Customer 434,Shipped
551,160,89,2023-09-19,Customer 365,Shipped
552,142,13,2023-03-19,Customer 270,Cancelled
553,138,62,2023-01-04,Customer 185,Shipped
554,160,96,2023-05-27,Customer 174,Delivered
555,143,71,2023-11-06,Customer 392,Delivered
556,92,63,2023-04-13,Customer 242,Delivered
557,66,86,2023-05-10,Customer 164,Pending
558,40,15,2023-06-10,Customer 259,Pending
559,91,16,2023-08-05,Customer 359,Shipped
560,33,91,2023-02-05,Customer 192,Shipped
561,137,25,2023-08-17,Customer 253,Delivered
562,180,50,2023-04-11,Customer 20,Pending
563,48,94,2023-10-27,Customer 324,Delivered
564,16,35,2023-11-18,Customer 430,Shipped
565,55,59,2023-02-07,Customer 383,Cancelled
566,15,39,2023-07-24,Customer 182,Delivered
567,153,8,2023-07-06,Customer 387,Shipped
568,23,31,2023-08-14,Customer 473,Shipped
569,136,2,2023-09-27,Customer 158,Delivered
570,27,14,2023-04-22,Customer 195,Cancelled
571,5,69,2023-08-31,Customer 457,Delivered
572,60,3,2023-04-07,Customer 492,Cancelled
573,137,26,2023-12-29,Customer 265,Pending
574,49,68,2023-09-04,Customer 394,Pending
575,2,42,2023-07-01,Customer 174,Delivered
576,146,22,2023-09-24,Customer 229,Cancelled
577,127,96,2023-01-22,Customer 490,Pending
578,182,37,2023-03-06,Customer 397,Cancelled
579,139,94,2023-10-07,Customer 350,Pending
580,92,53,2023-09-11,Customer 152,Pending
581,44,39,2023-08-21,Customer 249,Pending
